id_municipio,n_alunos,taxa_observada,taxa_prevista,sigla_uf,nome_regiao,rede,meta_alfabetizacao_2024,meta_alfabetizacao_2025,lag1_taxa_alfabetizacao,lag1_media_portugues,populacao,pib_per_capita,ivs,risco,gap_meta_2024,risco_nao_atingir_meta_2024,gap_meta_2025,risco_nao_atingir_meta_2025,rank_risco,cluster
1507201,33,0.36363636363636365,0.2972227989470885,PA,Norte,municipal,37.87,45.48,30.82,723.5574,32449,20157.1388948812,,0.7027772010529115,-8.14772010529115,True,-15.757720105291149,True,48,0
2921401,21,0.23809523809523808,0.2982807199956331,BA,Nordeste,municipal,40.59,47.84,33.73,719.9177,16185,10329.996910719803,,0.7017192800043669,-10.761928000436694,True,-18.011928000436694,True,49,0
2805901,15,0.4,0.29880778347975745,SE,Nordeste,municipal,17.27,25.46,11.32,681.9556,8875,27105.690140845072,0.347,0.7011922165202426,12.610778347975746,False,4.4207783479757445,False,50,0
2412807,10,0.3,0.2993439962998118,RN,Nordeste,municipal,26.88,35.36,19.8,714.285,7899,13702.367388276996,,0.7006560037001882,3.05439962998118,False,-5.42560037001882,True,51,0
2913101,10,0.0,0.3006386417663207,BA,Nordeste,municipal,33.31,41.4,26.1,716.6637,17509,10375.806727968473,,0.6993613582336793,-3.246135823367929,True,-11.336135823367925,True,52,0
2918555,11,0.18181818181818182,0.3007805272754832,BA,Nordeste,municipal,42.54,49.51,35.85,711.9588,6059,14920.613962700116,0.461,0.6992194727245168,-12.461947272451678,True,-19.431947272451676,True,53,0
1600501,79,0.189873417721519,0.3027805063407355,AP,Norte,municipal,33.3,41.39,26.09,711.1884,30481,26913.94639283488,0.389,0.6972194936592645,-3.021949365926446,True,-11.11194936592645,True,54,0
2801009,24,0.375,0.3029444976658264,SE,Nordeste,estadual,45.54,52.05,37.93,706.5823,18646,19006.006650219886,0.353,0.6970555023341736,-15.245550233417362,True,-21.75555023341736,True,55,0
2402303,23,0.30434782608695654,0.30548428739482286,RN,Nordeste,municipal,32.45,40.62,25.23,708.1584,20161,26795.942661574325,0.384,0.6945157126051771,-1.9015712605177164,True,-10.071571260517711,True,56,0
2925402,13,0.15384615384615385,0.30579356001502433,BA,Nordeste,municipal,35.06,42.98,27.88,715.7007,10636,14219.913501316285,0.385,0.6942064399849757,-4.48064399849757,True,-12.400643998497564,True,57,0
2908200,18,0.2222222222222222,0.30622105077739564,BA,Nordeste,municipal,38.68,46.19,31.68,726.4823,21499,20028.93157821294,0.436,0.6937789492226043,-8.057894922260434,True,-15.567894922260432,True,58,0
2931202,20,0.5,0.3087850938000801,BA,Nordeste,municipal,45.23,51.79,38.83,725.9364,18571,13713.962629906844,0.481,0.6912149061999199,-14.351490619991985,True,-20.911490619991987,True,59,0
2929370,10,0.2,0.30909564049941146,BA,Nordeste,municipal,30.39,38.7,23.18,710.8977,10556,14608.848048503221,0.433,0.6909043595005886,0.5195640499411454,False,-7.790435950058857,True,60,0
2414704,4,0.25,0.3094415099448777,RN,Nordeste,municipal,24.12,32.65,17.25,709.7628,5383,13524.614527215308,0.374,0.6905584900551223,6.824150994487766,False,-1.7058490055122313,True,61,0
4209300,264,0.38257575757575757,0.31139453463144334,SC,Sul,estadual,53.71,58.78,46.68,734.5681,171609,48608.46459101795,,0.6886054653685567,-22.570546536855666,True,-27.640546536855666,True,62,1
2801504,22,0.22727272727272727,0.3116603024012451,SE,Nordeste,municipal,32.07,40.27,24.85,707.1952,14179,32753.861344241483,0.328,0.6883396975987549,-0.9039697598754906,True,-9.103969759875493,True,63,0
2415008,14,0.2857142857142857,0.312949422975472,RN,Nordeste,municipal,26.43,34.93,19.38,707.2591,3289,15160.535117056856,0.483,0.687050577024528,4.864942297547202,False,-3.635057702452798,True,64,0
2902609,9,0.4444444444444444,0.31342141852423977,BA,Nordeste,municipal,42.94,49.85,36.29,725.0766,18680,12136.188436830835,0.49,0.6865785814757602,-11.59785814757602,True,-18.507858147576023,True,65,0
2800100,1,0.0,0.3135845332318969,SE,Nordeste,municipal,47.31,53.53,41.18,710.481,2206,22398.912058023572,,0.686415466768103,-15.951546676810313,True,-22.171546676810312,True,66,0
2406155,3,0.6666666666666666,0.3143739579951196,RN,Nordeste,municipal,,41.43,54.55,729.6926,3859,12254.729204457113,,0.6856260420048804,,False,-9.992604200488042,True,67,0
2402501,18,0.3888888888888889,0.3145433564075273,RN,Nordeste,municipal,34.58,42.55,27.39,718.793,10010,23158.44155844156,,0.6854566435924727,-3.1256643592472706,True,-11.09566435924727,True,68,0
2410900,13,0.15384615384615385,0.3151733166949081,RN,Nordeste,estadual,47.19,53.43,41.67,732.6325,7627,41947.16140028845,0.424,0.6848266833050919,-15.672668330509186,True,-21.912668330509188,True,69,0
2406403,1,0.0,0.3155263019023603,RN,Nordeste,municipal,47.75,53.89,41.67,729.4784,2633,18588.682111659702,,0.6844736980976397,-16.19736980976397,True,-22.33736980976397,True,70,0
2905156,7,0.5714285714285714,0.3163909725182795,BA,Nordeste,municipal,32.08,40.28,24.86,711.4236,11500,9922.869565217392,0.511,0.6836090274817205,-0.44090274817204644,True,-8.64090274817205,True,71,0
